project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-BRCA	08da7c4c-3067-4bcf-9d7a-78566df72e69	TCGA-B6-A0RE	270be245-2239-4e96-a917-79cca40868ba	TCGA-B6-A0RE-01A	583f06b0-5111-4332-8568-a1af92a076da	TCGA-B6-A0RE-01A-11	cdce2206-f5c5-46d1-9044-114bb2c0ac46	TCGA-B6-A0RE-01A-11X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	08da7c4c-3067-4bcf-9d7a-78566df72e69	TCGA-B6-A0RE	270be245-2239-4e96-a917-79cca40868ba	TCGA-B6-A0RE-01A	583f06b0-5111-4332-8568-a1af92a076da	TCGA-B6-A0RE-01A-11	d8db7980-bc3f-43c6-8414-783d963c4495	TCGA-B6-A0RE-01A-11R	1.8	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.5	8.6	UV Spec	released	'--
TCGA-BRCA	08da7c4c-3067-4bcf-9d7a-78566df72e69	TCGA-B6-A0RE	270be245-2239-4e96-a917-79cca40868ba	TCGA-B6-A0RE-01A	583f06b0-5111-4332-8568-a1af92a076da	TCGA-B6-A0RE-01A-11	fe6f0609-ebe3-49e8-94ce-44f20e06686f	TCGA-B6-A0RE-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	08da7c4c-3067-4bcf-9d7a-78566df72e69	TCGA-B6-A0RE	b515904e-b78d-41bb-a960-d8b26a384b16	TCGA-B6-A0RE-10A	a532d4cd-6254-429d-9ac1-28c274e349e5	TCGA-B6-A0RE-10A-01	2dde9634-839a-45c0-a700-eeb1aa22750d	TCGA-B6-A0RE-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	08da7c4c-3067-4bcf-9d7a-78566df72e69	TCGA-B6-A0RE	b515904e-b78d-41bb-a960-d8b26a384b16	TCGA-B6-A0RE-10A	a532d4cd-6254-429d-9ac1-28c274e349e5	TCGA-B6-A0RE-10A-01	40a8d89c-46d7-486c-b375-5e6fe0627336	TCGA-B6-A0RE-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	08da7c4c-3067-4bcf-9d7a-78566df72e69	TCGA-B6-A0RE	b515904e-b78d-41bb-a960-d8b26a384b16	TCGA-B6-A0RE-10A	a532d4cd-6254-429d-9ac1-28c274e349e5	TCGA-B6-A0RE-10A-01	92d49513-814d-4b0c-b37a-c9bcf2075cf9	TCGA-B6-A0RE-10A-01D	1.86	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	96312510-c126-485d-8109-ed81844a1dc3	TCGA-AN-A0G0	3d611795-3ef6-4f22-b093-4dab08f11005	TCGA-AN-A0G0-10A	755bb346-98d5-4412-b869-9dba3d016c38	TCGA-AN-A0G0-10A-01	3c86d5c6-b6c4-4ae1-8fc7-80927fc60f54	TCGA-AN-A0G0-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	96312510-c126-485d-8109-ed81844a1dc3	TCGA-AN-A0G0	3d611795-3ef6-4f22-b093-4dab08f11005	TCGA-AN-A0G0-10A	755bb346-98d5-4412-b869-9dba3d016c38	TCGA-AN-A0G0-10A-01	4db1f386-1d4f-483b-a63a-762bf9eff6ab	TCGA-AN-A0G0-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	96312510-c126-485d-8109-ed81844a1dc3	TCGA-AN-A0G0	3d611795-3ef6-4f22-b093-4dab08f11005	TCGA-AN-A0G0-10A	755bb346-98d5-4412-b869-9dba3d016c38	TCGA-AN-A0G0-10A-01	ce25aa7f-4316-4fe1-ae1c-b5513ed5d60c	TCGA-AN-A0G0-10A-01D	1.95	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	96312510-c126-485d-8109-ed81844a1dc3	TCGA-AN-A0G0	46fecdc9-9d0d-41cd-811a-28731f0b7f92	TCGA-AN-A0G0-01A	fbb6d258-fa9c-4146-a89b-fc5c662a59e7	TCGA-AN-A0G0-01A-11	06c31c22-6718-4eb6-b496-0016ee1c8801	TCGA-AN-A0G0-01A-11X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	96312510-c126-485d-8109-ed81844a1dc3	TCGA-AN-A0G0	46fecdc9-9d0d-41cd-811a-28731f0b7f92	TCGA-AN-A0G0-01A	fbb6d258-fa9c-4146-a89b-fc5c662a59e7	TCGA-AN-A0G0-01A-11	2a542fae-85ea-46c1-bb84-9462bdff6ac6	TCGA-AN-A0G0-01A-11R	1.73	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	2.3	9.7	UV Spec	released	'--
TCGA-BRCA	96312510-c126-485d-8109-ed81844a1dc3	TCGA-AN-A0G0	46fecdc9-9d0d-41cd-811a-28731f0b7f92	TCGA-AN-A0G0-01A	fbb6d258-fa9c-4146-a89b-fc5c662a59e7	TCGA-AN-A0G0-01A-11	78f695d0-af5b-424b-8898-6bc9e58bec53	TCGA-AN-A0G0-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	96312510-c126-485d-8109-ed81844a1dc3	TCGA-AN-A0G0	46fecdc9-9d0d-41cd-811a-28731f0b7f92	TCGA-AN-A0G0-01A	fbb6d258-fa9c-4146-a89b-fc5c662a59e7	TCGA-AN-A0G0-01A-11	9bd10655-98bf-4213-a8ce-94255594d368	TCGA-AN-A0G0-01A-11D	1.97	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	TCGA-A8-A09Q	244bc31c-747c-4349-9992-03c506cf5d6a	TCGA-A8-A09Q-10A	289d1fff-df17-454d-af46-a57d988529aa	TCGA-A8-A09Q-10A-01	0cfe0b6a-41fd-4358-a3dd-790506c43892	TCGA-A8-A09Q-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	TCGA-A8-A09Q	244bc31c-747c-4349-9992-03c506cf5d6a	TCGA-A8-A09Q-10A	289d1fff-df17-454d-af46-a57d988529aa	TCGA-A8-A09Q-10A-01	4bb809b4-e635-4844-8111-6797cab751bd	TCGA-A8-A09Q-10A-01D	1.91	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	TCGA-A8-A09Q	244bc31c-747c-4349-9992-03c506cf5d6a	TCGA-A8-A09Q-10A	289d1fff-df17-454d-af46-a57d988529aa	TCGA-A8-A09Q-10A-01	73455623-9dba-42e8-85fd-cbfa59ab6405	TCGA-A8-A09Q-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	TCGA-A8-A09Q	6f8b48ba-ef24-4d33-a0c3-bc900a6c8cd2	TCGA-A8-A09Q-01A	b01b6358-16cb-4c4b-b9d9-0b5ba6765e18	TCGA-A8-A09Q-01A-11	2b6bfd7d-91d2-422c-8211-cf866a0ef11b	TCGA-A8-A09Q-01A-11R	1.84	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.4	8.9	UV Spec	released	'--
TCGA-BRCA	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	TCGA-A8-A09Q	6f8b48ba-ef24-4d33-a0c3-bc900a6c8cd2	TCGA-A8-A09Q-01A	b01b6358-16cb-4c4b-b9d9-0b5ba6765e18	TCGA-A8-A09Q-01A-11	609c7060-4ac8-4163-be5a-811f658cc40a	TCGA-A8-A09Q-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	TCGA-A8-A09Q	6f8b48ba-ef24-4d33-a0c3-bc900a6c8cd2	TCGA-A8-A09Q-01A	b01b6358-16cb-4c4b-b9d9-0b5ba6765e18	TCGA-A8-A09Q-01A-11	b3b639f0-c25a-42bd-b9bc-d805eaa11c38	TCGA-A8-A09Q-01A-11D	2.06	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	TCGA-A8-A09Q	6f8b48ba-ef24-4d33-a0c3-bc900a6c8cd2	TCGA-A8-A09Q-01A	b01b6358-16cb-4c4b-b9d9-0b5ba6765e18	TCGA-A8-A09Q-01A-11	f9e7e563-def9-4535-919a-4107e68d30b4	TCGA-A8-A09Q-01A-11X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	'--	Yes	'--	'--	'--	released	'--
TCGA-BRCA	97677fd7-8523-48c5-a8ce-614fd4010551	TCGA-AC-A5XU	29d94e70-4462-4ff5-aa91-75d7a412083f	TCGA-AC-A5XU-01A	c10dd9ed-9c6b-44f2-a9ac-6829b0217dff	TCGA-AC-A5XU-01A-11	1a7cd947-c052-47ea-ab4b-06fb3a56b3de	TCGA-AC-A5XU-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	97677fd7-8523-48c5-a8ce-614fd4010551	TCGA-AC-A5XU	29d94e70-4462-4ff5-aa91-75d7a412083f	TCGA-AC-A5XU-01A	c10dd9ed-9c6b-44f2-a9ac-6829b0217dff	TCGA-AC-A5XU-01A-11	abab36d8-d894-4c95-83cd-1b7e1b8190c5	TCGA-AC-A5XU-01A-11R	1.91	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.52	7.7	UV Spec	released	'--
TCGA-BRCA	97677fd7-8523-48c5-a8ce-614fd4010551	TCGA-AC-A5XU	29d94e70-4462-4ff5-aa91-75d7a412083f	TCGA-AC-A5XU-01A	c10dd9ed-9c6b-44f2-a9ac-6829b0217dff	TCGA-AC-A5XU-01A-11	f42af298-3533-4ff3-a0bc-94f1cca37e91	TCGA-AC-A5XU-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	97677fd7-8523-48c5-a8ce-614fd4010551	TCGA-AC-A5XU	b64892f6-495d-47fe-bb3e-b3542a5c070e	TCGA-AC-A5XU-10A	7c24d14a-7899-4611-8f63-0ff731387978	TCGA-AC-A5XU-10A-01	66b1b2df-e3bc-481b-9e29-8d96843a8895	TCGA-AC-A5XU-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	97677fd7-8523-48c5-a8ce-614fd4010551	TCGA-AC-A5XU	b64892f6-495d-47fe-bb3e-b3542a5c070e	TCGA-AC-A5XU-10A	7c24d14a-7899-4611-8f63-0ff731387978	TCGA-AC-A5XU-10A-01	e1802398-ddbd-4f1e-9e3f-8f3d99b1b2b8	TCGA-AC-A5XU-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	0927da66-1240-460c-96c4-9ea25a71f94a	TCGA-E2-A15E-10A	fabde026-fe1a-4f4a-91d7-ed9b487dce37	TCGA-E2-A15E-10A-01	745113c0-aba4-4620-9eec-39602f998959	TCGA-E2-A15E-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	0927da66-1240-460c-96c4-9ea25a71f94a	TCGA-E2-A15E-10A	fabde026-fe1a-4f4a-91d7-ed9b487dce37	TCGA-E2-A15E-10A-01	88688e40-828e-4708-8731-b7278b76d9f0	TCGA-E2-A15E-10A-01D	1.98	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	28462438-fe47-4880-82d9-ee43d534d8a3	TCGA-E2-A15E-06A	1716ea4f-0977-4fdd-a164-a3bde024fe96	TCGA-E2-A15E-06A-11	019f21a8-5b9f-43a6-ad17-f82b55ff35d8	TCGA-E2-A15E-06A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	28462438-fe47-4880-82d9-ee43d534d8a3	TCGA-E2-A15E-06A	1716ea4f-0977-4fdd-a164-a3bde024fe96	TCGA-E2-A15E-06A-11	465f1ccb-a02c-4bdb-940b-57504b564311	TCGA-E2-A15E-06A-11R	1.3	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.8	8.2	UV Spec	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	28462438-fe47-4880-82d9-ee43d534d8a3	TCGA-E2-A15E-06A	1716ea4f-0977-4fdd-a164-a3bde024fe96	TCGA-E2-A15E-06A-11	ef0bd37a-84b5-4f72-82b8-24a48beac75a	TCGA-E2-A15E-06A-11D	2.0	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	9992eeb9-901b-4a32-badc-e9be7c9ba4ba	TCGA-E2-A15E-01A	4ba5ffa2-04e4-41f9-bdad-f81c70eab03e	TCGA-E2-A15E-01A-11	145c79d6-5625-432c-9c45-00b1f12311e4	TCGA-E2-A15E-01A-11D	1.98	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	9992eeb9-901b-4a32-badc-e9be7c9ba4ba	TCGA-E2-A15E-01A	4ba5ffa2-04e4-41f9-bdad-f81c70eab03e	TCGA-E2-A15E-01A-11	42fec396-61e6-4375-bd04-c75388ae8bb5	TCGA-E2-A15E-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	0a2a3529-f645-4967-9a58-89ee20b8bb62	TCGA-E2-A15E	9992eeb9-901b-4a32-badc-e9be7c9ba4ba	TCGA-E2-A15E-01A	4ba5ffa2-04e4-41f9-bdad-f81c70eab03e	TCGA-E2-A15E-01A-11	d3c5068e-15cc-4e4d-ac9e-5e81bc648e3b	TCGA-E2-A15E-01A-11R	2.06	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.9	9.3	UV Spec	released	'--
TCGA-BRCA	97943d87-fed7-4f14-a0a7-c5bfee64c392	TCGA-D8-A1XK	3095de2b-bfa1-4d93-9270-228db0b29b22	TCGA-D8-A1XK-10A	6bf7141c-27c5-4bbb-bd5c-48a00a934018	TCGA-D8-A1XK-10A-02	36dc135f-2a99-4484-8c95-b27155ec5303	TCGA-D8-A1XK-10A-02D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	97943d87-fed7-4f14-a0a7-c5bfee64c392	TCGA-D8-A1XK	3095de2b-bfa1-4d93-9270-228db0b29b22	TCGA-D8-A1XK-10A	c64f48f5-24b9-49f1-97f6-45446dd4d06f	TCGA-D8-A1XK-10A-01	6d16d242-744a-4a0a-9d03-309a8593a582	TCGA-D8-A1XK-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	97943d87-fed7-4f14-a0a7-c5bfee64c392	TCGA-D8-A1XK	3095de2b-bfa1-4d93-9270-228db0b29b22	TCGA-D8-A1XK-10A	c64f48f5-24b9-49f1-97f6-45446dd4d06f	TCGA-D8-A1XK-10A-01	97ac6fce-54d9-4fe9-80d4-6de762faf72e	TCGA-D8-A1XK-10A-01D	1.93	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	97943d87-fed7-4f14-a0a7-c5bfee64c392	TCGA-D8-A1XK	41af42ec-7521-4783-916e-2c982eef0f98	TCGA-D8-A1XK-01A	9d1e1f9e-41a5-4748-a934-74a4d7aa8cb5	TCGA-D8-A1XK-01A-21	97f73772-9726-4570-a246-6be9644038c4	TCGA-D8-A1XK-01A-21D	1.84	'--	'--	DNA	D	'--	0.18	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	97943d87-fed7-4f14-a0a7-c5bfee64c392	TCGA-D8-A1XK	41af42ec-7521-4783-916e-2c982eef0f98	TCGA-D8-A1XK-01A	9d1e1f9e-41a5-4748-a934-74a4d7aa8cb5	TCGA-D8-A1XK-01A-21	a7b32bf2-593e-4f09-89b8-0a9bd3e37f0e	TCGA-D8-A1XK-01A-21R	1.8	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.9	7.9	UV Spec	released	'--
TCGA-BRCA	97943d87-fed7-4f14-a0a7-c5bfee64c392	TCGA-D8-A1XK	41af42ec-7521-4783-916e-2c982eef0f98	TCGA-D8-A1XK-01A	9d1e1f9e-41a5-4748-a934-74a4d7aa8cb5	TCGA-D8-A1XK-01A-21	af2df4dc-7198-4fde-a7b4-4ee521bd286f	TCGA-D8-A1XK-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	2b36853f-34d3-47c5-ba6a-e5a93233d2b1	TCGA-AC-A7VC	42cd6126-fbfc-4181-80da-66ece205fad7	TCGA-AC-A7VC-10A	a1eb70bd-045a-4f81-91fe-5529bd2f3510	TCGA-AC-A7VC-10A-01	27bf2cff-413e-492e-8b4e-a7795fa6b89e	TCGA-AC-A7VC-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	2b36853f-34d3-47c5-ba6a-e5a93233d2b1	TCGA-AC-A7VC	42cd6126-fbfc-4181-80da-66ece205fad7	TCGA-AC-A7VC-10A	a1eb70bd-045a-4f81-91fe-5529bd2f3510	TCGA-AC-A7VC-10A-01	2f9f8e4b-e75a-4633-abeb-2f82478f41a7	TCGA-AC-A7VC-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	2b36853f-34d3-47c5-ba6a-e5a93233d2b1	TCGA-AC-A7VC	f472b29c-f85a-422e-8446-453468ab9cc9	TCGA-AC-A7VC-01A	db2c5f6f-595d-4523-b75b-68cf2348cb85	TCGA-AC-A7VC-01A-11	abfd9b14-b080-4ea5-91ba-39c37f6dca6b	TCGA-AC-A7VC-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-BRCA	2b36853f-34d3-47c5-ba6a-e5a93233d2b1	TCGA-AC-A7VC	f472b29c-f85a-422e-8446-453468ab9cc9	TCGA-AC-A7VC-01A	db2c5f6f-595d-4523-b75b-68cf2348cb85	TCGA-AC-A7VC-01A-11	c569a10e-952b-4b11-99c2-a237c4bf8cc4	TCGA-AC-A7VC-01A-11R	1.81	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.62	7.6	UV Spec	released	'--
TCGA-BRCA	2b36853f-34d3-47c5-ba6a-e5a93233d2b1	TCGA-AC-A7VC	f472b29c-f85a-422e-8446-453468ab9cc9	TCGA-AC-A7VC-01A	db2c5f6f-595d-4523-b75b-68cf2348cb85	TCGA-AC-A7VC-01A-11	cfb8827c-c301-4759-ab63-15e8986b61ef	TCGA-AC-A7VC-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	33cea538-4c3f-470a-972d-257c43241ab4	TCGA-C8-A135	c1c70e7d-ccc3-4bb6-a975-1385ff0f5016	TCGA-C8-A135-10A	6d613431-f5fd-4528-a364-f8b74d8f3a4d	TCGA-C8-A135-10A-01	dcc5be01-fd8b-4047-ab85-20bab6584ade	TCGA-C8-A135-10A-01D	2.0	'--	'--	DNA	D	'--	0.11	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	33cea538-4c3f-470a-972d-257c43241ab4	TCGA-C8-A135	c1c70e7d-ccc3-4bb6-a975-1385ff0f5016	TCGA-C8-A135-10A	e41bde2c-77e0-46b7-8ad2-17701401558b	TCGA-C8-A135-10A-02	61293685-9d27-41a7-b16e-a84d81b7f7a5	TCGA-C8-A135-10A-02D	1.9	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	33cea538-4c3f-470a-972d-257c43241ab4	TCGA-C8-A135	c1c70e7d-ccc3-4bb6-a975-1385ff0f5016	TCGA-C8-A135-10A	e41bde2c-77e0-46b7-8ad2-17701401558b	TCGA-C8-A135-10A-02	d5571557-bc5f-4d1c-86ae-9bebffaa5341	TCGA-C8-A135-10A-02W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	33cea538-4c3f-470a-972d-257c43241ab4	TCGA-C8-A135	ddfbecf6-37e3-4015-bb24-125ccdd60d25	TCGA-C8-A135-01A	a562479b-f71a-4daa-8dae-c429d53f55f7	TCGA-C8-A135-01A-11	02829def-7ee2-4c2f-8cac-b91719a30052	TCGA-C8-A135-01A-11R	1.98	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.2	9.0	UV Spec	released	'--
TCGA-BRCA	33cea538-4c3f-470a-972d-257c43241ab4	TCGA-C8-A135	ddfbecf6-37e3-4015-bb24-125ccdd60d25	TCGA-C8-A135-01A	a562479b-f71a-4daa-8dae-c429d53f55f7	TCGA-C8-A135-01A-11	9cbf1c51-f7c1-4271-92fa-af80bc65432b	TCGA-C8-A135-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	33cea538-4c3f-470a-972d-257c43241ab4	TCGA-C8-A135	ddfbecf6-37e3-4015-bb24-125ccdd60d25	TCGA-C8-A135-01A	a562479b-f71a-4daa-8dae-c429d53f55f7	TCGA-C8-A135-01A-11	cc5294f5-8119-4626-82e8-ce12bddacb4b	TCGA-C8-A135-01A-11D	2.0	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	2c86c3ea-d926-4d39-a5ae-39ece4774287	TCGA-B6-A0IJ	0985c5f5-c459-4ab1-90fa-d6bb6f9b23e6	TCGA-B6-A0IJ-10A	30e6bee6-b1f3-45af-aab9-ffe5f9183dff	TCGA-B6-A0IJ-10A-01	325de775-d5ad-406c-a6a4-a9c81d16cc1d	TCGA-B6-A0IJ-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-BRCA	2c86c3ea-d926-4d39-a5ae-39ece4774287	TCGA-B6-A0IJ	0985c5f5-c459-4ab1-90fa-d6bb6f9b23e6	TCGA-B6-A0IJ-10A	30e6bee6-b1f3-45af-aab9-ffe5f9183dff	TCGA-B6-A0IJ-10A-01	81b734b3-c4b5-403b-9f09-cd6d8d3e7477	TCGA-B6-A0IJ-10A-01X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	2c86c3ea-d926-4d39-a5ae-39ece4774287	TCGA-B6-A0IJ	0985c5f5-c459-4ab1-90fa-d6bb6f9b23e6	TCGA-B6-A0IJ-10A	30e6bee6-b1f3-45af-aab9-ffe5f9183dff	TCGA-B6-A0IJ-10A-01	8353af4f-9c5b-46b9-9d2c-3032cc91bae8	TCGA-B6-A0IJ-10A-01D	1.95	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	2c86c3ea-d926-4d39-a5ae-39ece4774287	TCGA-B6-A0IJ	9ef8142a-8627-4dcf-8c87-15b1bc2bfea2	TCGA-B6-A0IJ-01A	ed2ee619-ef6a-410e-8fb6-90303ee5cbd0	TCGA-B6-A0IJ-01A-11	84668780-5a52-4f5b-848f-7377c23acd9a	TCGA-B6-A0IJ-01A-11X	'--	'--	'--	Repli-G X (Qiagen) DNA	X	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-BRCA	2c86c3ea-d926-4d39-a5ae-39ece4774287	TCGA-B6-A0IJ	9ef8142a-8627-4dcf-8c87-15b1bc2bfea2	TCGA-B6-A0IJ-01A	ed2ee619-ef6a-410e-8fb6-90303ee5cbd0	TCGA-B6-A0IJ-01A-11	86b601fb-9fda-4729-a58b-72dc110b9f1b	TCGA-B6-A0IJ-01A-11R	1.64	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	2.1	9.3	UV Spec	released	'--
TCGA-BRCA	2c86c3ea-d926-4d39-a5ae-39ece4774287	TCGA-B6-A0IJ	9ef8142a-8627-4dcf-8c87-15b1bc2bfea2	TCGA-B6-A0IJ-01A	ed2ee619-ef6a-410e-8fb6-90303ee5cbd0	TCGA-B6-A0IJ-01A-11	b51d7638-0653-42d4-b256-b57c665bfc10	TCGA-B6-A0IJ-01A-11D	1.95	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-BRCA	2c86c3ea-d926-4d39-a5ae-39ece4774287	TCGA-B6-A0IJ	9ef8142a-8627-4dcf-8c87-15b1bc2bfea2	TCGA-B6-A0IJ-01A	ed2ee619-ef6a-410e-8fb6-90303ee5cbd0	TCGA-B6-A0IJ-01A-11	f2e8577f-60c6-46ae-92a5-a6afbdc0655f	TCGA-B6-A0IJ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
